X1;X2
-1.253608;-35.829544
-10.750784;37.777645
-48.84142;2.5449612
-18.168112;-21.201029
-21.581259;-27.154009
24.069166;20.387539
22.691063;35.996555
-1.1516958;-24.863094
14.619953;-2.7042444
-12.879144;-16.44387
-7.828966;3.632405
41.38546;-11.65474
-40.864296;-14.197688
3.9785361;-16.084364
43.91327;-20.8515
-13.78387;-0.49593994
24.652422;16.113077
-48.15678;-0.49151015
33.172897;8.909179
-24.367886;-20.821825
-35.210907;-26.089405
-21.649921;-6.5976686
16.275305;-17.386364
25.363113;16.00364
-25.251925;-25.318172
-5.268207;16.533278
-36.76569;-4.037805
28.433437;-17.3278
18.370508;42.020477
14.765256;30.944407
30.348246;-31.379305
30.90383;-10.484523
27.83376;-35.21936
26.309069;36.63525
-35.138973;23.074673
32.58361;-2.9907622
-37.197376;22.430676
14.952761;-44.41078
-22.313416;6.958146
-25.87748;3.8329601
-35.13569;12.495056
-37.930817;25.839386
22.56206;-18.16927
-26.373878;-22.11455
29.347946;-31.545422
-34.171738;3.861683
6.117228;45.859737
17.387884;-25.853321
2.386898;-30.054413
18.862535;-27.228603
8.68652;5.683329
-0.19187622;47.923088
25.2174;-13.359475
-3.0240014;-37.582954
-11.894196;41.196987
-27.490852;35.888042
-2.4180503;-29.447685
-4.180101;-34.943233
3.5671911;-17.46921
-32.53002;-29.239674
-11.260794;-35.48351
-14.731044;10.803442
-31.214432;32.948246
-13.142295;-20.133692
2.0834181;0.6168933
-37.714752;-21.760242
-23.698042;-22.460402
32.39586;28.345924
16.38552;27.824795
18.043314;-3.1495345
26.424234;38.802715
36.009083;6.0016804
48.539135;-2.3534827
4.6500583;16.666624
11.418041;16.713564
14.869659;-24.992544
36.80483;-10.466431
-0.45344555;-0.5227139
-22.918877;20.474815
-5.676647;-28.2432
-6.0702033;-10.426976
-29.15608;-1.8926774
-11.949711;12.307052
38.418293;22.537306
-36.17231;-2.17983
-14.367739;35.29402
23.997787;20.473076
11.675046;5.9664474
18.992823;9.38078
-12.473656;-0.49903306
-3.5311127;-20.495232
-15.421459;7.5513687
1.689864;2.6583962
27.031727;-23.744658
1.8520125;-42.312542
15.595332;-22.890799
39.835846;-18.958715
12.052012;31.217798
-35.429283;25.846682
40.426952;-7.980582
-7.046156;15.558488
-18.83888;3.8913121
-35.46792;-16.731813
-28.000975;-1.4535941
-27.884209;-14.87374
35.631786;-4.939038
46.806675;5.05629
-31.422731;30.485474
15.688379;-6.0739884
-14.532471;12.147411
-34.58299;-30.444967
11.075235;-28.592733
13.154717;3.3951719
-39.36296;4.2370944
-8.230869;-43.928204
-10.335107;32.46387
5.9937906;40.69228
-9.290161;-7.0445137
0.7921532;28.450027
-50.161667;2.4239573
-39.88101;-5.6817503
-22.741234;-7.4989967
-3.0533328;6.8104386
26.910597;35.650513
32.28746;-35.197758
20.92795;19.287785
22.889816;-0.0641735
15.290245;-17.681229
31.778057;31.902138
13.9173765;-13.638527
32.1389;21.132837
16.306616;-21.811308
-19.333908;15.392809
29.747849;-24.13184
24.071665;33.92626
10.853267;-17.281153
-29.619957;28.158907
-24.310156;-3.1911778
-36.03855;-4.928741
-5.6651497;20.826958
9.933325;-26.128366
1.0656356;36.734512
-48.053555;4.0190363
21.565308;-23.723747
-12.0998125;38.999535
20.554237;-45.3331
26.991398;0.35601023
21.575926;35.485
10.893988;15.588093
19.735044;3.8882716
-4.8404293;-11.240205
-13.997046;19.695166
-15.424646;-7.0184426
-3.2701046;-29.422909
33.612217;25.057583
32.487316;-9.88803
-32.94816;5.3915772
30.251673;12.582486
-27.122389;-14.474563
38.110455;-17.011673
15.827816;42.07687
31.42965;-6.7775173
9.270485;-1.7808832
-12.340829;38.672623
-15.770299;-25.53183
-22.233946;-22.534065
-38.273796;4.079632
23.906942;-13.311123
-26.387384;-9.919351
-8.49748;9.628953
-10.50895;14.108984
-18.8404;21.508184
25.010366;1.5049224
15.864103;6.5259104
30.70623;-3.5567489
-9.765676;43.82524
26.535913;4.371214
-1.4232584;-23.985237
28.396416;-17.320192
-3.9361534;-14.114795
43.79716;-21.553228
16.934942;-40.49245
-14.145483;-13.885461
6.082165;-17.657341
-5.3184457;-8.86192
-10.55955;-11.943947
7.145612;-47.15329
-16.591074;0.13159704
15.822822;26.246193
33.55182;-17.968113
-2.2562912;-7.169068
-8.596739;41.562107
-27.45305;-7.209927
26.273191;-7.617701
-28.5937;-28.84689
37.340954;-1.7033548
4.9949036;20.625378
29.984283;-33.315853
38.293335;18.67063
-29.636578;-25.69309
-23.263111;26.620216
-21.63135;-19.722193
-29.696178;7.005596
-18.15207;25.012083
-6.407533;-24.54453
28.735777;31.111225
-5.6487694;-5.0869484
1.824951;46.48549
41.36874;21.876762
-11.167171;9.415539
-14.5944395;-34.22549
34.286087;-15.928544
-24.691444;5.8631134
15.510459;13.286137
28.86114;-1.8738619
8.045083;-12.189717
42.673725;6.8702073
-20.973148;23.952646
-16.686275;-16.220423
5.4190464;40.192154
-15.632208;34.269737
-5.9354186;-33.946766
-14.483732;35.316753
43.765118;3.4647827
-1.1773444;0.2541177
-17.92996;13.327882
10.208339;-2.5381024
24.310158;-9.966818
-2.8540714;44.197002
29.24779;-32.511776
10.94512;37.73762
-29.821215;-9.219029
-9.6511345;-16.252197
-10.4102955;24.056395
38.498802;22.661203
17.498032;-5.865814
-24.971708;-15.066786
7.79806;-15.434264
-0.0325825;-0.7835188
22.062899;7.6297154
-0.2581514;4.050882
-46.619225;-0.2598525
-30.72941;-4.9346013
42.87181;-15.07923
7.054537;-47.15349
-2.3120787;-8.642555
-36.24539;9.860137
11.5922575;-16.812656
20.342838;-43.196266
-19.385988;-35.95487
1.5055099;22.61676
30.270988;9.403653
26.763683;-31.850351
15.307364;-1.2831999
15.709213;22.903273
49.08327;0.76111144
-5.995086;-46.096992
22.712166;5.219477
-11.809828;40.157463
-7.7469106;2.7415144
10.450665;-7.882195
21.659437;18.91023
-22.847075;-30.040726
11.080378;-19.824955
24.390808;-0.8726165
-12.692585;42.035545
-22.532196;-27.34314
-15.495258;13.630655
14.545092;-1.5083045
6.26184;-12.870175
-25.715519;33.912186
-12.492609;-13.389846
1.554049;36.21583
15.432419;-18.534082
-16.724318;25.893833
-14.481359;2.3838549
-11.675078;39.909973
-36.17015;-29.460722
17.157928;-45.114933
-39.859634;19.334616
44.67489;-19.951197
-14.22885;16.502394
-20.554653;23.190422
-1.1451842;47.389164
-33.34714;-22.81578
48.028774;0.045272015
2.131412;14.792209
-12.906544;-29.505325
37.781204;18.951128
-30.373436;14.515313
30.781523;5.4974294
-33.113438;4.0027103
14.449687;3.020793
29.951565;-5.742673
-26.33299;-5.223967
2.1477978;-35.760788
-16.774399;-1.0436939
6.1062193;45.35748
18.80168;-42.598442
31.499594;-8.06028
32.301357;-32.442383
-4.787428;30.59969
0.4852295;46.053932
42.253517;-21.862694
-42.62248;26.88297
-3.620068;-23.124542
-28.551975;-6.6650143
2.9966333;42.169773
9.01688;-37.085136
-10.782966;-4.7349896
-38.404984;-19.92053
15.050389;-42.1806
-3.60504;-12.203522
2.170626;17.799961
-28.425514;-29.083992
28.195692;-13.210396
-25.765703;34.54117
-34.103977;-18.755833
-7.544184;-44.334305
-11.080066;39.514065
-32.409004;25.297365
-16.391266;2.0371194
-25.606226;-5.297246
37.48269;-5.4948826
18.538944;-39.324337
-11.464913;11.370681
-2.1944838;42.92434
-8.317643;40.99982
42.117508;18.092176
30.199297;1.1146917
22.505354;-7.2745075
6.8163514;16.043127
42.247997;20.153524
32.655987;26.233397
-5.7658696;-33.784607
2.251112;37.809578
-25.97338;35.04155
-21.775545;1.6619996
11.497079;3.4375567
2.73137;47.72422
16.714819;17.832642
14.9027815;-41.66548
3.573406;-22.588167
-4.051733;-9.520137
-25.116308;-8.401741
2.6268911;3.8834994
8.994741;1.8174664
-7.973593;-47.124443
4.6663146;43.60517
-0.06346153;-0.54403067
12.172256;-18.744514
-33.81942;14.22195
20.5074;-20.682207
42.47795;18.724337
-5.2210007;-2.8343391
13.1450205;1.4910197
-16.372522;-11.122342
-11.403065;-35.762833
16.577717;42.09105
-31.90294;13.592333
-19.532202;-4.2347827
-14.919811;-4.4074173
-21.06803;8.325067
-30.863768;36.27155
-32.044807;-7.444372
11.251441;17.650942
-27.083408;0.4138744
-7.7526226;-44.669704
8.351955;-8.054752
14.840363;-10.833639
17.026773;18.018892
-15.934309;42.684288
1.131246;-2.0567484
19.606627;-12.929902
-16.616371;-16.524876
11.917865;15.463274
-15.065561;14.188245
14.745512;2.3028114
27.13418;-6.89819
28.788155;-1.2198558
-38.898075;28.897594
15.561018;-21.632792
-5.9960556;-4.642074
-7.479983;0.9229189
32.10408;2.1195238
-2.313846;24.107178
-39.12528;-0.59301263
18.340477;-21.51711
23.234644;-0.80053735
33.981274;-9.257404
-21.831278;-28.590004
-8.820984;8.853674
-11.839622;-43.542362
3.4609604;-9.3271055
-18.469902;30.596544
-30.51731;19.303925
-37.935284;-20.601614
-20.80723;5.967308
-37.564434;30.286753
-36.39123;-7.0834446
22.057468;8.794147
-33.351704;-6.4122014
21.892502;-0.02975791
-20.64546;-38.143047
-34.056538;32.730984
-36.36819;-21.208418
-40.76745;24.59652
30.437424;32.23992
-31.779207;9.657321
-32.14779;4.3748436
33.8533;24.535103
30.334648;-31.39476
-24.929922;-13.8232565
42.277966;-20.163805
17.406538;-24.10516
-34.68472;-5.354576
-18.078943;24.733248
-0.7128319;-38.039062
-0.17186625;7.049645
29.961353;13.415569
20.237919;-24.669653
-28.600779;-1.0849874
-4.104446;-9.862172
-30.45671;33.72816
32.21044;6.4233737
17.395472;-36.449184
-11.585479;-44.36835
24.904325;-3.6550803
12.130148;-21.335423
16.97897;33.513733
18.524792;1.0021168
30.602959;-33.693306
-14.125318;-35.875015
7.3510633;13.891819
-20.332767;-44.87652
-10.200008;-45.67174
-4.13706;-8.923205
19.303688;-22.69762
-21.541088;8.195438
-12.173748;15.333097
-30.749762;33.251156
-15.854833;-28.253498
17.18356;21.659494
29.175636;-1.7804229
37.49332;-6.2501836
-23.032997;-27.878416
15.926424;33.98032
-25.444304;-18.885649
-32.330627;0.5495028
-10.623042;-46.911934
-28.652168;35.762897
-6.7373815;-17.153946
-29.331743;19.596056
24.246847;9.778702
-15.477821;-7.3985534
-0.49325928;26.07507
-41.59241;25.318304
29.605776;-20.811888
-10.608841;-42.063038
-8.511291;12.749748
-23.96027;16.44463
-2.7487664;24.827848
42.118095;2.5420127
-16.262377;-7.4340143
1.307696;23.768303
13.585703;4.7770543
-12.633342;40.710537
21.222324;18.26063
13.975974;28.21929
45.625374;3.8764796
-17.7943;43.17337
37.59433;-5.3195267
-29.038834;-15.876552
22.045698;-21.78604
-13.089554;-6.6380253
32.384644;-8.472382
14.674725;-21.370758
-21.801558;6.3334293
-15.764389;12.9846945
-45.35651;2.2680147
17.725689;-5.490665
16.107275;-2.8188968
29.239101;13.376612
30.058443;-22.70029
-1.4575369;10.353409
-3.115273;-37.235626
23.029562;1.2303401
46.77878;-3.252968
3.4856865;-7.391685
-2.8301406;-12.00491
-1.8218423;-36.97176
-46.490807;-0.5080803
29.972805;31.911676
-44.573547;12.706169
6.452815;17.183939
3.0137932;-36.291183
26.874052;-3.8560636
-1.6877768;6.9654303
10.109201;-24.310768
17.727516;-3.2975037
26.685932;16.850695
7.4653535;39.23526
-10.517196;-13.751409
-18.531498;27.862291
-33.237663;-27.841438
13.833616;8.860222
-6.1491017;-33.543064
-7.199728;-17.036728
1.8133998;8.296709
-8.34854;20.28493
5.6435094;41.995888
-0.8796781;47.08128
-13.283474;6.0793276
1.2979823;-25.973768
37.683186;-10.407293
-4.118658;48.299057
3.89954;31.595737
49.11718;0.51775515
-4.6568613;-28.974115
-26.571163;2.1554542
12.566821;-1.4739027
-33.171436;2.8802514
41.402477;-24.400654
34.052525;-21.393156
21.62425;1.8107545
9.956604;-29.237398
-5.7739587;13.775189
-4.2882447;7.767268
-19.604643;-27.34107
3.3048337;-12.390681
22.076422;18.427906
-25.958225;-12.705062
24.028358;-33.396214
31.599974;-8.322253
-38.190754;23.239998
13.572928;3.918823
0.4432682;-0.80036235
-9.9791765;16.035099
-14.173971;16.612295
-28.493532;3.7211225
5.5907345;-42.154446
-7.322005;21.054382
15.189724;26.434809
-41.194298;-11.166608
6.591717;-25.953348
-4.26085;7.4753575
-43.276096;-11.135883
4.928023;-5.824072
12.227297;-15.736253
5.8008327;17.197704
-1.71514;4.1600685
-15.799178;-28.219336
-30.435396;-27.133215
-9.807868;-7.5483103
-42.19491;-10.172859
-20.06286;8.113526
-38.58547;30.705545
-13.757187;21.66583
4.7315965;41.52352
-38.615383;-2.659969
-17.367859;18.983171
-36.400322;-26.96111
30.020329;7.947997
7.7664857;-21.336266
26.236582;38.17257
0.8192331;-29.99735
22.177046;-7.44856
-5.921565;-45.85921
-46.108047;-0.31594592
19.402288;-29.104462
21.02416;-44.69506
22.0722;-1.1545663
29.236826;-7.6781034
-32.127464;14.988809
49.396084;-0.9665767
22.739233;-9.324853
-39.00568;-6.7017283
16.400404;2.1607213
10.954439;29.931448
13.404025;-42.790314
-34.561817;-30.750988
26.090542;-32.16581
29.184591;-31.390427
42.355778;4.9253297
21.713223;-24.11024
-2.18997;-33.31814
-25.471783;-5.74651
-1.8476317;-33.36062
-13.502338;-7.03363
-32.851627;-16.443466
-19.667303;25.387606
34.30617;-8.901056
-22.328264;29.766443
4.564592;-20.031538
-28.82909;32.159958
1.8721848;3.506277
-5.3652377;16.817366
24.170265;-14.250821
-3.6286495;-9.163283
-42.41591;26.001392
4.187552;-4.702111
28.715837;31.443027
-7.2907352;-8.031675
-41.966927;26.274075
-15.428049;33.298172
-0.8927562;9.758794
-44.106586;13.756706
-35.960682;-6.0151978
7.7723393;28.527555
-0.21907729;28.024944
-33.835625;-19.154789
10.893534;29.671017
5.880809;15.693276
-6.7281804;-28.805649
-48.1961;1.3098137
15.02473;1.6584568
27.078712;10.902457
19.011818;23.786148
36.729065;-25.88629
1.8971004;16.243097
-38.50264;30.759254
-2.8748825;-12.467343
-0.92316556;-25.568342
-10.6682825;9.413047
-29.16797;-24.371616
1.6197609;-17.595186
-7.568973;12.314123
32.679127;-18.802067
-31.64832;-6.956372
-22.998232;29.105303
5.323191;23.889074
26.208858;-34.354946
18.18895;4.4164915
13.525893;9.413259
-6.1674943;-22.414223
24.201746;38.44335
28.968136;-30.981998
40.24372;-23.872833
19.436817;-43.246635
-0.02550976;-33.08738
-37.24467;20.128048
34.519684;11.87268
1.5891715;-32.52302
12.327444;1.3339922
14.661546;10.55488
-35.447456;-18.961893
-25.806768;3.1506438
-10.646654;1.7291108
19.53402;30.604782
12.698795;31.349405
29.617432;10.541561
12.108447;-22.727562
17.18613;21.814497
-12.16924;12.161987
2.4139352;2.7285943
-15.436731;-36.290436
16.223988;-2.9340084
-34.96546;22.791008
-3.2318776;-10.15083
2.8875976;-12.52222
-16.497875;-1.8276657
-7.20959;-44.27427
-27.587042;-7.7092705
-11.467124;21.574263
15.156879;-8.143287
16.199396;-15.166283
45.74718;-1.2972387
-30.67435;12.208309
28.691957;31.11336
-44.409927;4.5989623
-3.4331048;-33.897293
-14.1129;-3.8880706
-13.172652;24.663303
-5.8694973;-10.860614
-19.969;16.320566
-11.41047;8.825486
-49.14519;3.4283247
47.956196;1.5618844
28.24582;24.464922
6.651648;38.27116
-12.572919;40.083897
7.1686063;-27.533415
23.218332;38.988495
-24.644344;-19.98802
-30.648943;-18.05401
23.77276;-15.922018
38.212986;-2.1724284
30.784485;-5.2084713
3.6000297;31.710375
10.604716;-4.423589
17.519415;18.12629
-6.4952316;34.44761
-5.685099;13.839344
49.080734;0.46246925
-23.238863;24.84833
-10.248847;13.559809
-15.423732;2.3690917
-0.015555104;29.297197
1.9884031;48.3763
-15.023653;-37.495453
18.681986;23.380358
-46.965073;0.040951654
21.291517;-24.296148
8.203999;18.967253
-13.220921;-16.945293
7.3796506;-47.27135
-6.729423;6.503101
-21.230165;28.857801
-20.548111;5.664916
-38.014698;3.8943005
6.317076;-22.679373
0.06311965;24.413963
36.083294;-4.962404
18.299213;-44.933117
25.81818;-31.324299
3.0123088;-29.513432
32.001255;13.907195
9.699754;-0.757996
3.5327601;-19.400562
48.984562;0.44791016
-23.247158;20.615284
-16.158035;20.733217
-25.969015;14.038564
-2.0904877;7.2117696
-38.49876;-2.0554252
30.066341;-18.867863
30.741396;-19.321806
-9.336006;41.92623
4.0436196;11.956942
21.623718;35.44819
21.615213;1.7008741
-12.791267;5.5182047
36.527153;10.633384
19.930538;-42.003777
16.981287;44.962753
-23.6839;-0.91055125
9.021129;12.68549
-18.93576;-7.312796
-41.53949;-5.6068563
-29.15276;5.419044
-3.4355602;7.9110684
-9.934159;15.398248
-23.316236;-2.7302535
5.9994354;-17.585468
21.428083;19.801369
16.321936;-12.677003
-6.217054;-23.513607
21.275684;35.864536
27.008846;-4.0923233
33.578365;7.4202023
-32.267372;30.642578
24.093407;-33.538097
-31.785742;26.392916
-11.24347;23.400864
-7.4596977;-11.580197
32.297604;27.703047
23.628464;37.797398
-5.495896;14.021724
30.997051;-20.370275
37.87151;23.575245
-17.406261;-15.486136
-3.9423525;-29.421513
26.516079;-2.9049568
-45.017487;14.033712
-16.732838;10.950316
-14.780719;14.870516
21.238235;-44.676517
31.485905;30.904684
12.345484;37.23037
-33.19586;29.64773
-40.391644;-11.380535
8.951235;16.57199
6.262866;-10.590245
-33.35436;-23.018156
13.531885;-19.663193
-2.0032628;43.27044
19.111597;28.696583
-24.524761;4.068325
-18.014524;-27.380789
46.878387;4.4347973
44.955387;3.8466527
-2.868557;-2.2791965
-31.721064;14.905964
-20.15083;6.6128917
27.756474;6.8758674
-5.4742227;-48.22124
-6.802146;-43.543777
16.081078;-9.820422
38.326977;18.729944
-17.331743;9.680665
19.119488;9.136342
-23.979599;14.150765
-25.178978;-28.661308
-13.846161;-23.347342
-19.129374;27.84051
29.107538;-6.1178255
-30.52233;36.624283
-9.806326;-7.108303
14.892359;-4.223252
-3.988488;-9.596211
-17.261951;18.964111
17.691624;-47.23883
27.949518;-18.144743
41.525986;29.275248
-31.537485;26.50371
7.532313;-16.503395
13.759497;-22.405355
10.464324;-4.379933
-19.001026;17.948797
5.17903;37.01578
-22.592045;-8.51119
-5.185905;-2.9254797
14.376334;32.012497
28.07449;-21.582516
-22.829271;12.873728
43.50052;3.448536
-17.90395;43.464096
-14.065987;-21.384338
-2.2352378;-36.14745
26.44484;17.359808
-9.275232;-4.4421086
-26.370932;-18.805033
-38.574722;19.791924
-31.256496;1.994646
35.091507;-21.947283
11.373794;-16.78319
-35.95761;12.195422
-41.530758;-11.474849
4.436996;43.08598
31.751745;-12.376296
26.646389;-3.374621
36.85184;-5.731168
-12.708544;2.826063
-2.12608;25.207777
45.07605;3.325015
37.099674;26.4889
-0.9109489;41.120667
14.862997;26.39086
-0.8911252;-35.286243
36.43837;2.9045444
-7.66269;-13.450278
20.5037;-10.877519
17.924364;-46.315598
-12.401054;-11.447006
-30.70829;4.12165
-29.234976;-10.689402
25.702932;-32.714645
17.971241;15.42313
1.2446845;-34.18794
4.255307;35.48757
-14.202509;7.7514467
-18.56934;-27.2323
-17.921894;-10.37011
21.988783;8.714054
1.9618775;1.2602814
37.360428;-5.572291
-20.671034;23.79429
-0.4428526;-0.21147864
31.603397;20.788439
-22.229412;6.819972
28.595528;-21.575811
-0.96420336;-48.677135
-0.20098402;-22.876896
28.101685;8.8963375
-12.617605;41.177162
-13.982321;-20.345793
-25.83858;2.3420131
-6.691922;-7.1503716
14.024869;-16.885113
0.37913752;-27.634306
15.079058;42.057613
16.04203;44.110767
42.06033;-8.6364765
43.76467;-15.852945
-18.122364;41.715878
-20.858984;-35.282364
41.629616;22.238262
-17.085453;16.279028
31.094154;7.2837
38.658096;1.4272413
-13.123748;8.457085
-38.18092;-3.0910385
-8.204209;-47.484173
39.47601;-10.080866
46.47794;4.3349
-2.1308951;43.742466
-10.790216;-11.369184
30.88641;-30.92233
-38.148914;-2.1084886
34.752853;5.7277727
-33.845047;10.72277
23.964262;4.341936
39.81881;-10.506232
-6.554205;4.0834813
6.32107;37.957798
-0.58796203;-36.754345
11.985995;19.833021
17.788097;-39.636944
19.155706;9.776255
2.4717565;-20.758003
18.832857;-19.95107
-5.244448;-27.818888
-8.867738;-18.303274
46.95913;4.538088
-6.684021;-6.955514
13.606859;-41.521816
-32.815907;-26.498503
-10.397;24.67813
31.507755;-6.631585
45.087845;4.2700477
0.27554944;9.751124
31.88916;28.707125
-2.0004702;-29.76224
-16.0552;42.671825
-6.6713934;11.901179
-32.408337;1.7421664
-6.6088257;4.334108
28.047518;-24.395302
-13.833453;16.432732
13.150383;32.372356
-12.043292;-35.45316
-49.439583;0.55546486
5.673041;-12.151302
11.411455;0.4039634
27.61929;-4.7629547
-5.0667043;17.355093
-0.8695611;7.731239
-22.970955;-19.052336
-6.201588;-32.404167
1.2799613;-42.673462
5.1105375;35.751328
0.5900538;7.825785
30.972616;27.346804
-15.93011;20.294987
15.614369;44.78192
-6.517843;-41.679123
-27.551268;6.210464
-15.622851;14.406863
-33.772186;-26.778503
33.421894;-18.583576
-12.178064;-30.487297
37.791225;-11.504811
-19.709318;13.526144
-40.77624;26.786272
-3.319138;0.23180813
-3.4498525;30.811192
-21.22494;-25.96023
28.41351;12.064158
10.660009;-15.709908
31.652067;5.1571994
15.610105;27.3626
-3.5570576;-37.132973
19.478796;6.7860293
13.648104;-26.80414
-27.841774;33.447746
-31.701273;-21.709648
39.509476;20.77783
42.850746;-4.9601088
28.120836;-24.002642
37.67783;-10.032669
-45.88546;10.808589
-18.574247;-36.82514
16.48923;27.783682
-23.278091;20.727814
-7.444351;-26.871216
-24.425837;24.55678
-12.934456;19.308558
-14.979262;-35.098804
3.2718859;2.7172983
-18.343212;-26.23036
-4.3695536;6.3842807
11.150439;-24.62067
-17.820065;-22.58956
-24.092278;28.587606
10.9534645;-4.2765994
38.775204;10.368357
29.764364;9.000867
-5.159884;3.7260811
-11.841007;22.69586
26.161068;36.681244
2.447733;-29.957264
-15.811483;-16.432705
30.286112;6.6278687
19.799917;9.767991
8.824525;18.824663
19.32251;6.515068
-46.376106;13.579656
-21.964663;29.501354
-7.0269513;15.303041
-3.5098777;-8.62017
0.2681214;9.761455
34.293686;-21.291046
-6.9020896;-0.6465239
-24.059423;-19.804415
23.178848;-4.8078804
24.603262;7.727737
18.575184;28.194351
-13.217297;-9.026185
-5.006297;-27.220512
3.1787994;18.786428
10.692572;-14.814644
35.339035;10.992541
-49.461784;0.26740578
8.518305;-15.251164
-35.008347;-26.67878
-17.372711;9.811225
-20.80637;39.773853
43.261913;-21.606182
-11.000419;-46.972317
47.014297;1.0762005
44.427303;0.28676248
-22.251844;-2.548755
-34.074604;29.07727
21.01322;18.507988
-6.0478444;19.057049
37.895966;-22.013382
-11.233975;-6.516807
-7.077028;-33.223263
6.022103;41.4973
-22.800592;-22.615023
-35.91408;24.753433
-2.148927;27.271816
-5.3044252;17.060968
-26.71701;35.289635
29.34691;25.608307
31.416931;10.349933
-21.80659;25.282059
-2.4860058;14.720254
22.461735;-22.972862
-43.61562;2.303341
3.3857558;-22.52134
-14.348632;7.33494
29.555756;25.381048
9.089537;-21.02941
14.812489;-6.86725
-29.999514;-27.434881
-7.1991735;22.232805
-32.022762;-29.402447
19.968365;2.256454
-35.280083;25.110167
8.7838125;-37.590565
12.9699335;-29.777693
39.401886;17.49843
-47.274796;12.464265
-10.813278;23.972935
36.361217;3.2681587
-29.940886;-10.577772
42.04798;3.749903
6.4060597;45.02944
2.801802;-21.634808
31.952414;22.208532
8.284303;-28.26471
-34.83579;-4.2187195
17.509539;28.69357
38.18581;-17.029573
-3.0482512;6.9878483
-15.999062;35.94411
37.476894;-13.374684
23.948706;-10.668039
